areaCode,lat,long,Country,Source
803,34.08893,-81.057868,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
804,37.456984,-77.415816,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
805,34.60204125,-119.6962594,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
806,34.32821667,-101.79777,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
807,47.495825,-88.84699,CA,https://github.com/ravisorg/Area-Code-Geolocation-Database
808,20.95603556,-157.2379267,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
810,42.99428667,-83.24290333,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
812,38.66688,-86.39125714,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
813,28.04743889,-82.42785889,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
814,40.9420075,-78.8154425,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
815,42.05086917,-88.6227275,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
816,39.104366,-94.500676,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
817,32.75957533,-97.22340333,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
818,34.186115,-118.4355433,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
819,46.339735,-73.46564028,CA,https://github.com/ravisorg/Area-Code-Geolocation-Database
820,34.60204125,-119.6962594,US,Npas analysis - overlays of existing area codes in https://github.com/ravisorg/Area-Code-Geolocation-Database
825,53.548798,-113.321158,CA,https://github.com/ravisorg/Area-Code-Geolocation-Database
828,35.66707,-81.94761,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
830,29.478228,-99.325156,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
831,36.75860714,-121.7704657,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
832,29.70917889,-95.30039889,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
838,42.819186,-73.833068,US,Npas analysis - overlays of existing area codes in https://github.com/ravisorg/Area-Code-Geolocation-Database
843,33.0913225,-79.901955,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
845,41.47292,-74.06412333,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
847,42.14730875,-87.94760563,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
848,40.42072143,-74.32367929,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
850,30.41866889,-86.61346,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
854,33.0913225,-79.901955,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
856,39.73721857,-75.05378571,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
857,42.34858182,-71.10012727,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
858,32.96282,-117.03586,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
859,38.4547925,-84.4768825,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
860,41.67400917,-72.64104167,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
862,40.82511286,-74.21640333,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
863,28.030855,-81.84133,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
864,34.72085833,-82.29456333,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
865,35.9344575,-84.10762,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
867,62.30636,-105.9745233,CA,https://github.com/ravisorg/Area-Code-Geolocation-Database
870,34.65417167,-91.68221833,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
872,41.88475,-88.20396,US,Npas analysis - overlays of existing area codes in https://github.com/ravisorg/Area-Code-Geolocation-Database
873,46.46909136,-74.10479409,CA,https://github.com/ravisorg/Area-Code-Geolocation-Database
878,40.459707,-79.962276,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
901,35.120715,-89.849395,US,https://github.com/ravisorg/Area-Code-Geolocation-Database
902,45.44152167,-63.15571417,CA,https://github.com/ravisorg/Area-Code-Geolocation-Database
